LEI,Name,DE_name,FR_name,IT_name,Entity_status,Registration_status,Conformity_flag,Legal_country,Legal_region,Legal_address,Legal_lat,Legal_lng,HQ_country,HQ_region,HQ_address,HQ_lat,HQ_lng,Legal_form_code,Legal_form_name,Parent,Registration_date,Selectable,Record_retrieved
-067-,LAZARD ASSET MANAGEMENT LLC,LAZARD ASSET MANAGEMENT LLC,,LAZARD ASSET MANAGEMENT LLC,,,,,,,,,,,,,,,,,,,
213800F37FZQHWDIH324,LEDBURY CAPITAL PARTNERS LLP,,LEDBURY CAPITAL PARTNERS LLP,,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-LND,"LONDON, 52 BROOK STREET",51.5129469,-0.1478082,GB,GB-LND,"LONDON, 52 BROOK STREET",51.5129469,-0.1478082,Z0EY,Limited Liability Partnership,,5/20/2014,,4/18/2025
549300E8L0ETO8GRJR95,LEUCADIA INVESTMENT MANAGEMENT LIMITED,LEUCADIA INVESTMENT MANAGEMENT LIMITED,LEUCADIA INVESTMENT MANAGEMENT LIMITED,LEUCADIA INVESTMENT MANAGEMENT LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 100 BISHOPSGATE",51.5157777,-0.0815069,GB,GB-LND,"LONDON, 100 BISHOPSGATE",51.5157777,-0.0815069,H0PO,Private Limited Company,S5THZMDUJCTQZBTRVI98,7/2/2002,,4/18/2025
549300IL8TQT0JMDJJ80,LH NR UK (MANAGEMENT) LLP,LH NR UK (MANAGEMENT) LLP,,,ACTIVE,ISSUED,CONFORMING,GB,,"London, Second Floor 48-49 Pall Mall",51.5058934,-0.1365595,US,US-NY,"New York, 437 Madison Ave 21st Floor",40.7573533,-73.9752435,Z0EY,Limited Liability Partnership,,10/2/2020,,4/25/2025
549300GZXEML42QZZQ25,"LIGHT STREET CAPITAL MANAGEMENT, LLC",,"LIGHT STREET CAPITAL MANAGEMENT, LLC","LIGHT STREET CAPITAL MANAGEMENT, LLC",ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-CA,"Palo Alto, 505 Hamilton Avenue Suite 110",37.447873,-122.1579417,HZEH,Limited Liability Company,,5/21/2010,,4/18/2025
-068-,LINDEN ADVISORS,,,LINDEN ADVISORS,,,,,,,,,,,,,,,,,,,
549300RZS21MS2DKVC77,LINDEN ADVISORS LP,LINDEN ADVISORS LP,LINDEN ADVISORS LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Dover, C/O United Corporate Services, Inc. 800 North State Street Suite 304",39.1754254,-75.5307175,US,US-NY,"New York, 32nd Floor 590 Madison Avenue",40.7622095,-73.9729348,T91T,Limited Partnership,,4/23/2003,,4/18/2025
HT0H8FKXOMR4OFPJ7A30,LIONTRUST INVESTMENT PARTNERS LLP,,LIONTRUST INVESTMENT PARTNERS LLP,,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 2 SAVOY COURT",51.5103727,-0.1210649,GB,GB-LND,"LONDON, 2 SAVOY COURT",51.5103727,-0.1210649,Z0EY,Limited Liability Partnership,549300XVXU6S7PLCL855,1/21/2010,,4/18/2025
ZKNTRMKPV369G3GYL686,LMR PARTNERS LLP,LMR PARTNERS LLP,LMR PARTNERS LLP,LMR PARTNERS LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 9TH FLOOR, DEVONSHIRE HOUSE 1 MAYFAIR PLACE",51.5072829,-0.1430413,GB,GB-LND,"LONDON, 9TH FLOOR, DEVONSHIRE HOUSE 1 MAYFAIR PLACE",51.5072829,-0.1430413,Z0EY,Limited Liability Partnership,,7/21/2009,,4/18/2025
549300VSFBYIY9Y0AL25,LOMAS CAPITAL MANAGEMENT LLC,,LOMAS CAPITAL MANAGEMENT LLC,"LOMAS CAPITAL MANAGEMENT, LLC",ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 15th Floor 650 Madison Avenue",40.7641075,-73.9712852,HZEH,Limited Liability Company,,2/1/2017,,4/18/2025
5493005HS2DB9JU3CJ05,LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,,,LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,ACTIVE,ISSUED,CONFORMING,GB,,"London, England, Goldings House Hays Galleria, 2 Hays Lane",51.5061335,-0.0835068,GB,GB-EAL,"London, Queensberry House, 3 Old Burlington Street",51.510396,-0.1405119,H0PO,Private Limited Company,,12/8/2009,,4/18/2025
Y64HK18CMXIV6KGY3S63,LONE PINE CAPITAL LLC,LONE PINE CAPITAL LLC,LONE PINE CAPITAL LLC,LONE PINE CAPITAL LLC,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, 251 Little Falls Drive",39.7611478,-75.6226616,US,US-CT,"Greenwich, 2 Greenwich Plaza",41.0209162,-73.6249731,HZEH,Limited Liability Company,,6/5/1997,,4/18/2025
549300OXVRPMBE1HZO79,"LONG POND CAPITAL, LP","LONG POND CAPITAL, LP",,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Dover, C/O United Corporate Services, Inc. 874 Walker Road Suite C",39.1694914,-75.5449611,US,US-DE,"Dover, C/O United Corporate Services, Inc. 874 Walker Road Suite C",39.1694914,-75.5449611,T91T,Limited Partnership,,4/5/2013,,4/25/2025
529900BYLGL2NTOY0B75,LRI INVEST SA,LRI INVEST SA,,,ACTIVE,ISSUED,NON_CONFORMING,LU,LU-LU,"Munsbach, Rue Gabriel Lippmann 9A",49.6444767,6.2698856,LU,LU-LU,"Munsbach, Rue Gabriel Lippmann 9A",49.6444767,6.2698856,5GGB,Société anonyme,,6/7/1988,,4/18/2025
549300RP1BMWYI4T2X84,"LUCERNE CAPITAL MANAGEMENT, LP",,"LUCERNE CAPITAL MANAGEMENT, LP",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, 850 NEW BURTON ROAD SUITE 201 Kent",39.1484521,-75.5305646,US,US-DE,"DOVER, 850 NEW BURTON ROAD SUITE 201 Kent",39.1484521,-75.5305646,T91T,Limited Partnership,,6/19/2000,,4/18/2025
549300N57ZLMJHG8OB15,"LUMINUS MANAGEMENT, LLC",,"LUMINUS MANAGEMENT, LLC","LUMINUS MANAGEMENT, LLC",ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 26th Floor 1700 Broadway",40.7635183,-73.9823457,HZEH,Limited Liability Company,,2/7/2002,,4/18/2025
549300SRNCM0FO1UR227,"LUXOR CAPITAL GROUP, LP","LUXOR CAPITAL GROUP, LP","LUXOR CAPITAL GROUP, LP","LUXOR CAPITAL GROUP, LP",ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 1114 Avenue of the Americas 28th Floor",40.754882,-73.9826021,T91T,Limited Partnership,,10/10/2002,,4/18/2025
549300Y7LLCOFU7R8H16,MACKAY SHIELDS LLC,,MACKAY SHIELDS LLC,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"NEW YORK, 299 Park Avenue",40.7562976,-73.9742718,HZEH,Limited Liability Company,,2/3/1969,,4/18/2025
549300MPRNPO6FWNKN78,MACQUARIE BANK LIMITED,,,MACQUARIE BANK LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"London, Ropemaker Place, 28 Ropemaker Street",51.520003,-0.0897232,AU,AU-NSW,"Sydney, Level 6, 50 Martin Place",-33.867374,151.2103352,R4KK,Public Company limited by shares,,8/8/1994,,4/18/2025
YBE1KZFKC6KR6QGL7R80,MACQUARIE FUNDS MANAGEMENT HONG KONG LIMITED,MACQUARIE FUNDS MANAGEMENT HONG KONG LIMITED,MACQUARIE FUNDS MANAGEMENT HONG KONG LIMITED,,ACTIVE,ISSUED,NON_CONFORMING,HK,,"HONG KONG, LEVEL 22, ONE INTERNATIONAL FINANCE CENTRE 1 HARBOUR VIEW STREET CENTRAL",22.2843284,114.1585603,HK,,"HONG KONG, LEVEL 22, ONE INTERNATIONAL FINANCE CENTRE 1 HARBOUR VIEW STREET CENTRAL",22.2843284,114.1585603,254M,Si ren gu fen you xian gong si,,7/21/2000,,4/18/2025
ACMHD8HWFMFUIQQ8Y590,MACQUARIE GROUP LIMITED,,,MACQUARIE GROUP LIMITED,ACTIVE,ISSUED,CONFORMING,AU,AU-NSW,"SYDNEY, 1 ELIZABETH STREET",-33.8665459,151.2104857,AU,AU-NSW,"SYDNEY, LEVEL 1, 1 ELIZABETH STREET",-33.8665459,151.2104857,R4KK,Public Company limited by shares,,10/12/2006,,4/18/2025
Y87OTE6MEONXIE7RT173,MAGNETAR FINANCIAL LLC,MAGNETAR FINANCIAL LLC,MAGNETAR FINANCIAL LLC,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, C/O The Corporation Trust Company Corporation Trust Center 1209 Orange Street",34.2103894,-77.8868117,US,US-IL,"EVANSTON, Magnetar Financial LLC 1603 Orrington Ave., 13th Fl.",27.6648274,-81.5157535,HZEH,Limited Liability Company,,5/26/2005,,4/18/2025
549300SRBZJWCRFJ6F79,MAGNOLIA ROAD CAPITAL LP,,MAGNOLIA ROAD CAPITAL LP,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Wilmington, C/O Corporation Service Company 2711 Centerville Road Suite 400",39.7546839,-75.6272381,US,US-NY,"New York, 950 3rd Avenue Suite 1902",40.760185,-73.96794,T91T,Limited Partnership,,1/23/2015,,4/18/2025
549300E2XSB79XOQ9P16,MAKURIA INVESTMENT MANAGEMENT (UK) LLP,MAKURIA INVESTMENT MANAGEMENT (UK) LLP,MAKURIA INVESTMENT MANAGEMENT (UK) LLP,,ACTIVE,LAPSED,NON_CONFORMING,GB,GB-RDG,"READING, 4TH FLOOR READING BRIDGE HOUSE GEORGE STREET",51.4600801,-0.9679024,GB,GB-RDG,"READING, 4TH FLOOR READING BRIDGE HOUSE GEORGE STREET",51.4600801,-0.9679024,Z0EY,Limited Liability Partnership,,7/6/2012,,4/18/2025
549300IYJMOSFW0SWE19,MAN INVESTMENTS LTD,,MAN INVESTMENTS LTD,MAN INVESTMENTS LTD,ACTIVE,ISSUED,CONFORMING,GB,,"London, Riverbank House 2 Swan Lane",51.5097933,-0.088711,GB,,"London, Riverbank House 2 Swan Lane",51.5097933,-0.088711,H0PO,Private Limited Company,,1/27/1987,,4/18/2025
-069-,MANGROVE PARTNERS,MANGROVE PARTNERS,,,,,,,,,,,,,,,,,,,,,
MPIAF880DFNL0D5S1M94,"MANIKAY PARTNERS, LLC",,"MANIKAY PARTNERS, LLC","MANIKAY PARTNERS, LLC",ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 59th Floor 601 Lexington Avenue",40.758362,-73.9698216,HZEH,Limited Liability Company,,6/6/2012,,4/18/2025
549300FG738XQ4TZ2202,MANIYAR TRADING I L.P.,,MANIYAR TRADING I L.P.,,ACTIVE,LAPSED,NON_CONFORMING,KY,,"George Town, P. O. Box 309 Ugland House South Church Street",19.2924396,-81.3857791,KY,,"George Town, P. O. Box 309 Ugland House South Church Street",19.2924396,-81.3857791,8888,Fund Registered - Exempt Company,,6/24/2013,,4/18/2025
549300DHAG8DBBHSYW02,MAPLE ROCK CAPITAL PARTNERS INC.,MAPLE ROCK CAPITAL PARTNERS,MAPLE ROCK CAPITAL PARTNERS INC.,,ACTIVE,ISSUED,CONFORMING,CA,CA-ON,"Toronto, 21 St. Clair Avenue East",43.6880678,-79.3927925,CA,CA-ON,"Toronto, 21 St. Clair Avenue East",43.6880678,-79.3927925,O90R,Business corporations (which includes professional corporations),,12/31/2016,,4/18/2025
549300IH7V244R03JD06,"MAPLELANE CAPITAL, LLC","MAPLELANE CAPITAL, LLC","MAPLELANE CAPITAL, LLC",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"NEW YORK, 51 ASTOR PLACE 10TH FLOOR",40.7301366,-73.9901293,HZEH,Limited Liability Company,,1/6/2010,,4/18/2025
-070-,MARBLE ARCH INVESTMENTS,MARBLE ARCH INVESTMENTS,,,,,,,,,,,,,,,,,,,,,
213800RUT3C1PCHUQP60,MARBLE BAR ASSET MANAGEMENT LLP,MARBLE BAR ASSET MANAGEMENT LLP,MARBLE BAR ASSET MANAGEMENT LLP,MARBLE BAR ASSET MANAGEMENT LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 7TH FLOOR, SOUTH BLOCK 55 BAKER STREET",51.5187162,-0.1567384,GB,GB-LND,"LONDON, 7TH FLOOR, SOUTH BLOCK 55 BAKER STREET",51.5187162,-0.1567384,Z0EY,Limited Liability Partnership,,11/21/2007,,4/18/2025
549300HNOCFVJN7H7J64,MARKET WIZARDS B.V.,,MARKET WIZARDS B.V.,,ACTIVE,ISSUED,CONFORMING,NL,,"Amsterdam, Beursplein 5",52.3741364,4.895971,NL,,"Amsterdam, Beursplein 5",52.3741364,4.895971,54M6,besloten vennootschap met beperkte aansprakelijkheid,,4/26/1999,,4/18/2025
J0BT117NKN8Q96G8DR45,MARKETFIELD ASSET MANAGEMENT LLC,MARKETFIELD ASSET MANAGEMENT LLC,,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"NEW YORK, 369 LEXINGTON AVENUE, 3RD FLOOR",40.7505368,-73.9764662,HZEH,Limited Liability Company,,3/5/2012,,4/18/2025
635400F8XIYWT69LQH32,MARSHALL WACE ASIA LIMITED,MARSHALL WACE ASIA LIMITED,MARSHALL WACE ASIA LIMITED,MARSHALL WACE ASIA LIMITED,ACTIVE,ISSUED,CONFORMING,HK,,"HONG KONG, 23/F LHT TOWER 31 QUEEN'S ROAD CENTRAL",22.2821589,114.1566345,HK,,"HONG KONG, 23/F LHT TOWER 31 QUEEN'S ROAD CENTRAL",22.2821589,114.1566345,254M,Si ren gu fen you xian gong si,,3/28/2006,,4/18/2025
6BS8JLEICI3VGJ264L55,MARSHALL WACE LLP,MARSHALL WACE LLP,MARSHALL WACE LLP,MARSHALL WACE LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, GEORGE HOUSE 131 SLOANE STREET",51.4935437,-0.1582349,GB,GB-LND,"LONDON, GEORGE HOUSE 131 SLOANE STREET",51.4935437,-0.1582349,Z0EY,Limited Liability Partnership,,5/16/2002,,4/18/2025
CYLPQ00SO09K1E63I320,MASON CAPITAL MANAGEMENT LLC,,MASON CAPITAL MANAGEMENT LLC,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"ALBANY, 80 STATE STREET",42.649425,-73.752613,HZEH,Limited Liability Company,,6/8/2000,,4/18/2025
213800JV5WLWSDKPWA96,MAVEN INVESTMENT PARTNERS LTD,MAVEN INVESTMENT PARTNERS LTD,,,ACTIVE,ISSUED,NON_CONFORMING,GB,,"London, Level 7 155 Bishopsgate",51.518743,-0.0798133,GB,,"London, Level 7 155 Bishopsgate",51.518743,-0.0798133,H0PO,Private Limited Company,,2/1/2011,,4/18/2025
H8IL47RD6E7GDGW3GE61,"MAVERICK CAPITAL, LTD.","MAVERICK CAPITAL, LTD.","MAVERICK CAPITAL, LTD.","MAVERICK CAPITAL, LTD.",ACTIVE,ISSUED,CONFORMING,US,US-TX,"DALLAS, C/O SUZANNE GUTHRIE 1900 N. PEARL STREET 20TH FLOOR",32.7902776,-96.7995171,US,US-TX,"Dallas, 1900 North Pearl Street STE 2000",32.7902776,-96.7995171,WYG5,Limited Liability Company,,5/13/1993,,4/18/2025
5493007ENZTJQZF13633,MCP (SWITZERLAND) S.A.R.L.,MCP (SWITZERLAND) SARL,,MCP (SWITZERLAND) S.A.R.L.,ACTIVE,ISSUED,CONFORMING,CH,CH-GE,"GENEVA, RUE DU RHONE 42",46.2039759,6.1469037,CH,CH-GE,"GENEVA, RUE DU RHONE 42",46.2039759,6.1469037,3EKS,Limited liability company,,2/21/2013,,4/18/2025
529900UCDILVT7WI6S55,MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH,MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH,,,ACTIVE,ISSUED,CONFORMING,DE,DE-BY,"München, Am Münchner Tor 1",48.1763191,11.5891312,DE,DE-BY,"München, Am Münchner Tor 1",48.1763191,11.5891312,2HBR,Gesellschaft mit beschränkter Haftung,529900MUF4C20K50JS49,8/30/2001,,4/18/2025
549300DCQS14SYSPPR61,"MECM, LIMITED","MECM, LIMITED","MECM, LIMITED",,ACTIVE,ISSUED,CONFORMING,GB,,"LONDON, 27 OLD GLOUCESTER STREET",51.5206393,-0.1222265,GB,,"LONDON, 1 CURZON STREET",51.507633,-0.145428,H0PO,Private Limited Company,,1/11/1996,,4/18/2025
PSNL19R2RXX5U3QWHI44,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,,,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,ACTIVE,ISSUED,CONFORMING,IT,IT-MI,"MILAN, PIAZZETTA ENRICO CUCCIA, 1",45.4676149,9.1884102,IT,IT-MI,"MILAN, PIAZZETTA ENRICO CUCCIA, 1",45.4676149,9.1884102,P418,Società Per Azioni,,6/5/2012,,4/18/2025
-071-,MEDITOR CAPITAL MANAGEMENT LIMITED,MEDITOR CAPITAL MANAGEMENT LIMITED,MEDITOR CAPITAL MANAGEMENT LIMITED,,,,,,,,,,,,,,,,,,,,
213800N4DD1PZ1DKRT27,MELQART ASSET MANAGEMENT (UK) LTD,MELQART ASSET MANAGEMENT (UK) LTD,MELQART ASSET MANAGEMENT (UK) LTD,MELQART ASSET MANAGEMENT (UK) LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 5 ST. JAMES'S SQUARE",51.5080919,-0.1350908,GB,GB-LND,"LONDON, 5 ST. JAMES'S SQUARE",51.5080919,-0.1350908,H0PO,Private Limited Company,,3/6/2015,,4/18/2025
213800N4DD1PZ1DKRT27,MELQART ASSET MANAGEMENT (UK) LTD.,MELQART ASSET MANAGEMENT (UK) LTD.,,,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 5 ST. JAMES'S SQUARE",51.5080919,-0.1350908,GB,GB-LND,"LONDON, 5 ST. JAMES'S SQUARE",51.5080919,-0.1350908,H0PO,Private Limited Company,,3/6/2015,,4/18/2025
549300S7KLXD3ROJOE38,MELVIN CAPITAL MANAGEMENT LP,MELVIN CAPITAL MANAGEMENT LP,MELVIN CAPITAL MANAGEMENT LP,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY",39.744655,-75.5483909,US,US-NY,"New York, 22nd Floor",40.7127753,-74.0059728,T91T,Limited Partnership,,10/20/2014,,4/18/2025
5493002YUIBDRAMA2Z37,MENTA CAPITAL LLC,MENTA CAPITAL LLC,,MENTA CAPITAL LLC,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"DOVER, C/O INCORPORATING SERVICES, LTD. 3500 S DUPONT HWY",39.1108699,-75.5390987,US,US-CA,"San Francisco, 611 Gateway Blvd Suite 120",37.6586993,-122.4001555,HZEH,Limited Liability Company,,7/6/2006,,4/18/2025
-072-,MERIAN GLOBAL INVESTORS (UK) LIMITED,MERIAN GLOBAL INVESTORS (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,
V0IMNGJWDFPXWDS0KC61,MERITAGE GROUP LP,MERITAGE GROUP LP,MERITAGE GROUP LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O UNITED CORPORATE SERVICES, INC. 800 NORTH STATE STREET SUITE 304",39.1754254,-75.5307175,US,US-DE,"DOVER, 874 WALKER RD STE C",39.1694914,-75.5449611,T91T,Limited Partnership,,11/9/2006,,4/18/2025
GGDZP1UYGU9STUHRDP48,MERRILL LYNCH INTERNATIONAL,MERRILL LYNCH INTERNATIONAL,,,ACTIVE,ISSUED,NON_CONFORMING,GB,,"London, 2 King Edward Street",51.5157397,-0.0993499,GB,,"London, Merrill Lynch Financial Centre 2 King Edward Street",51.5157397,-0.0993499,57V7,Private Unlimited,,11/2/1988,,4/18/2025
8NAV47T0Y26Q87Y0QP81,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"NEW YORK, ONE BRYANT PARK",40.755608,-73.9849349,XTIQ,Corporation,549300QJR0LAHEJQC092,11/10/1958,,4/18/2025
-073-,MILLENIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,MILLENIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,,,,,,,,,,,,,,,,,,,,,
549300PNDV13XFJ3Z086,MILLENNIUM CAPITAL (DIFC) LIMITED,,ميلينيوم كابيتال (دي اي اف سي) ليميتد,MILLENNIUM CAPITAL (DIFC) LIMITED,ACTIVE,ISSUED,CONFORMING,AE,,"DUBAI, UNIT L16-02, LEVEL 16 ICD BROOKFIELD PLACE DUBAI INTERNATIONAL FINANCIAL CENTRE 121208",25.20884,55.2770323,AE,,"DUBAI, UNIT L16-02, LEVEL 16 ICD BROOKFIELD PLACE DUBAI INTERNATIONAL FINANCIAL CENTRE 121208",25.20884,55.2770323,8888,Private Company Limited by Shares,,3/29/2020,,4/18/2025
-074-,MILLENNIUM CAPITAL MANAGEMENT (DIFC) LIMITED,MILLENNIUM CAPITAL MANAGEMENT (DIFC) LIMITED,,,,,,,,,,,,,,,,,,,,,
-075-,MILLENNIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,MILLENNIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,,MILLENNIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,,,,,,,,,,,,,,,,,,,
-076-,MILLENNIUM CAPITAL MANAGEMENT ASIA LIMITED,MILLENNIUM CAPITAL MANAGEMENT ASIA LIMITED,,,,,,,,,,,,,,,,,,,,,
5493006ODJ6E762XV239,MILLENNIUM CAPITAL MANAGEMENT FRANCE,,MILLENNIUM CAPITAL MANAGEMENT FRANCE,,ACTIVE,ISSUED,CONFORMING,FR,,"PARIS, 22-24 RUE BAYARD",48.8669701,2.3078939,US,US-NY,"NEW YORK, 399 PARK AVENUE",40.7588955,-73.9713917,6CHY,société par actions simplifiée,Q0HK1ORK3JOMOF7R6K47,3/26/2019,,4/18/2025
549300X1IL2SQS14P736,MILLENNIUM CAPITAL PARTNERS LLP,MILLENNIUM CAPITAL PARTNERS LLP,MILLENNIUM CAPITAL PARTNERS LLP,MILLENNIUM CAPITAL PARTNERS LLP,ACTIVE,ISSUED,CONFORMING,GB,,"LONDON, 50 BERKELEY STREET",51.5078843,-0.1430563,GB,,"LONDON, 50 BERKELEY STREET",51.5078843,-0.1430563,Z0EY,Limited Liability Partnership,,4/21/2005,,4/18/2025
Q0HK1ORK3JOMOF7R6K47,MILLENNIUM INTERNATIONAL MANAGEMENT LP,,MILLENNIUM INTERNATIONAL MANAGEMENT LP,MILLENNIUM INTERNATIONAL MANAGEMENT LP,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,T91T,Limited Partnership,,11/24/1997,,4/18/2025
-077-,MILLENNIUM INTERNATIONAL MANAGEMENT LP,MILLENNIUM INTERNATIONAL MANAGEMENT LP,,,,,,,,,,,,,,,,,,,,,
2138001GBION41P49M96,MIRABELLA FINANCIAL SERVICES LLP,MIRABELLA FINANCIAL SERVICES LLP,MIRABELLA FINANCIAL SERVICES LLP,MIRABELLA FINANCIAL SERVICES LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 11 STRAND",51.5081133,-0.1257051,GB,GB-LND,"LONDON, 11 STRAND",51.5081133,-0.1257051,Z0EY,Limited Liability Partnership,,8/18/2004,,4/18/2025
-078-,MIURA GLOBAL MANAGEMENT,,,MIURA GLOBAL MANAGEMENT,,,,,,,,,,,,,,,,,,,
-079-,"MIURA GLOBAL MANAGEMENT, LLC","MIURA GLOBAL MANAGEMENT, LLC",,,,,,,,,,,,,,,,,,,,,
549300GZ04VJ5HQF0H36,MOMENTUM ALTERNATIVE INVESTMENTS SA,,,MOMENTUM ALTERNATIVE INVESTMENTS SA,ACTIVE,ISSUED,CONFORMING,CH,CH-TI,"Paradiso, Via delle Scuole 3",45.9903468,8.9462163,CH,CH-TI,"Paradiso, Via delle Scuole 3",45.9903468,8.9462163,MVII,Company limited by shares,,10/1/2008,,4/18/2025
-080-,"MOORE CAPITAL MANAGEMENT,LP","MOORE CAPITAL MANAGEMENT,LP",,,,,,,,,,,,,,,,,,,,,
-081-,"MOORE EUROPE CAPITAL MANAGEMENT, LLP","MOORE EUROPE CAPITAL MANAGEMENT, LLP",,,,,,,,,,,,,,,,,,,,,
IGJSJL3JD5P30I6NJZ34,MORGAN STANLEY,,MORGAN STANLEY,MORGAN STANLEY,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 1585 Broadway",40.7600547,-73.9855324,XTIQ,Corporation,,10/1/1981,,4/18/2025
6N8SC06AK49F0N7KIX52,MORGAN STANLEY INVESTMENT MANAGEMENT INC.,,MORGAN STANLEY INVESTMENT MANAGEMENT INC.,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 522 5th Avenue",40.754697,-73.9805521,XTIQ,Corporation,549300RJIC678ZPVWG08,9/19/1980,,4/18/2025
549300TUC25M474FVJ91,"MORTON HOLDINGS, INC.","MORTON HOLDINGS, INC.","MORTON HOLDINGS, INC.","MORTON HOLDINGS, INC.",ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Wilmington, C/O Corporation Service Company 251 Little Falls Drive",39.7611478,-75.6226616,US,US-FL,"Key Largo, 35 Ocean Reef Drive Suite 142",25.3112074,-80.2763409,XTIQ,Corporation,,5/23/2017,,4/18/2025
